,Rank,Name,Platform,Year,Genre,Publisher,Developer,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,card_image,full_image
2731,2762,Super Monkey Ball: Banana Blitz,Wii,2006.0,Misc,Sega  ,Sega  ,7.3,,1.05,0.91,0.04,0.24,2.24,https://www.vgchartz.com/games/boxart/full_5783144AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-monkey-ball-banana-blitz_banner30.jpg
2732,2763,The Magical Quest starring Mickey Mouse (all region sales),SNES,1992.0,Platform,Capcom  ,Capcom  ,,,0.66,0.17,0.35,0.03,1.21,https://www.vgchartz.com/games/boxart/8064706ccc.jpg,https://www.vgchartz.com/games/banners/25072626326ccc.jpg
2733,2764,Need for Speed Underground,GC,2003.0,Racing,Electronic Arts  ,EA Black Box  ,,,0.69,0.48,0.01,0.03,1.21,https://www.vgchartz.com/games/boxart/5102693ccc.jpg,https://www.vgchartz.com/games/banners/36933785490ccc.png
2736,2767,Boom Blox,Wii,2008.0,Puzzle,Electronic Arts  ,EA Los Angeles  ,8.6,8.9,0.71,0.38,0.0,0.12,1.21,https://www.vgchartz.com/games/boxart/full_2000240AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/boom-blox_banner31.jpg
2738,2769,FIFA Soccer 11,PSP,2010.0,Sports,EA Sports  ,HB Studios  ,7.0,,0.13,0.7,0.01,0.36,1.21,https://www.vgchartz.com/games/boxart/full_fifa-soccer-11_0AmericaFront.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-11_banner74.jpg
2744,2775,F1 2011,PS3,2011.0,Racing,Codemasters  ,Codemasters Birmingham  ,8.4,,0.12,0.75,0.11,0.23,1.2,https://www.vgchartz.com/games/boxart/full_f1-2011_344AmericaFront.jpg,https://www.vgchartz.com/games/banners/f1-2011_banner36.jpg
2745,2776,Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action-Adventure,Konami Digital Entertainment  ,Kojima Productions  ,7.6,,0.36,0.5,0.17,0.17,1.2,https://www.vgchartz.com/games/boxart/full_8353820AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/879687978258ccc.jpg
2747,2778,Mad Max (2013),PS4,2015.0,Action,Warner Bros. Interactive Entertainment  ,Avalanche Studios  ,,,0.38,0.59,0.05,0.19,1.2,https://www.vgchartz.com/games/boxart/full_5658101AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/285572473108ccc.png
2753,2784,Dino Crisis 2,PS,2000.0,Action,Capcom  ,Capcom Production Studio 4  ,8.8,,0.34,0.49,0.28,0.1,1.21,https://www.vgchartz.com/games/boxart/9641652ccc.jpg,https://www.vgchartz.com/games/banners/dino-crisis-2_banner98.jpg
2754,2785,Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,Capcom  ,Capcom  ,,,0.68,0.14,0.35,0.02,1.19,https://www.vgchartz.com/games/boxart/full_2410673AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/disneys-chip-n-dale-rescue-rangers_banner77.png
2756,2787,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari  ,Spike / Bandai Namco Games  ,,,1.15,0.0,0.76,1.09,3.0,https://www.vgchartz.com/games/boxart/8324087ccc.jpg,https://www.vgchartz.com/games/banners/dragon-ball-z-budokai-tenkaichi-3_banner37.jpg
2760,2791,Final Fantasy IV,DS,2008.0,Role-Playing,Square Enix  ,Matrix Software  ,8.5,9.0,0.51,0.04,0.62,0.05,1.21,https://www.vgchartz.com/games/boxart/1972591ccc.jpg,https://www.vgchartz.com/games/banners/final-fantasy-iv_banner45.jpg
2761,2792,Final Fantasy XII: The Zodiac Age,PS4,2017.0,Role-Playing,Square Enix  ,Square Enix  ,,,0.37,0.41,0.16,0.15,1.1,https://www.vgchartz.com/games/boxart/full_7946846AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7468796116829ccc.png
2765,2796,Kingdom Hearts HD II.5 ReMIX,PS3,2014.0,Role-Playing,Square Enix  ,Square Enix  ,,,0.52,0.36,0.19,0.18,1.25,https://www.vgchartz.com/games/boxart/full_5928945AmericaFrontccc.png,https://www.vgchartz.com/games/banners/195238483195ccc.png
2768,2799,Ninja Gaiden,XB,2004.0,Action,Tecmo  ,Team Ninja  ,9.4,,0.92,0.2,0.07,0.04,1.23,https://www.vgchartz.com/games/boxart/full_552359AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ninja-gaiden_banner1.jpg
2771,2802,Shenmue,DC,2000.0,Adventure,Sega  ,Sega-AM2  ,8.9,,0.52,0.24,0.38,0.04,1.18,https://www.vgchartz.com/games/boxart/7802128ccc.jpg,https://www.vgchartz.com/games/banners/shenmue_banner22.jpg
2773,2804,SolarStriker,GB,1990.0,Shooter,Nintendo  ,Nintendo R&D1  ,,,0.4,0.39,0.36,0.04,1.2,https://www.vgchartz.com/games/boxart/full_7762969AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/72182566423ccc.jpg
2774,2805,Sonic and the Black Knight,Wii,2009.0,Platform,Sega  ,Sonic Team  ,4.8,8.5,0.66,0.34,0.01,0.11,1.12,https://www.vgchartz.com/games/boxart/full_8908991AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/sonic-and-the-black-knight_banner23.jpg
2775,2806,Sonic Rush Adventure,DS,2007.0,Platform,Sega  ,Dimps Corporation  ,,,0.53,0.49,0.01,0.12,1.16,https://www.vgchartz.com/games/boxart/4592439ccc.jpg,https://www.vgchartz.com/games/banners/sonic-rush-adventure_banner27.jpg
2780,2811,Enter the Matrix,XB,2003.0,Action,Atari  ,Shiny Entertainment  ,,,0.72,0.43,0.01,0.04,1.2,https://www.vgchartz.com/games/boxart/4614427ccc.jpg,https://www.vgchartz.com/games/banners/enter-the-matrix_banner56.jpg
2782,2813,Shadow of the Colossus,PS4,2018.0,Action-Adventure,Sony Interactive Entertainment  ,Bluepoint Games  ,9.3,,0.44,0.52,0.05,0.19,1.2,https://www.vgchartz.com/games/boxart/full_4942791AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/7430438182722ccc.jpg
2783,2814,God of War: Ghost of Sparta,PSP,2010.0,Action,Sony Computer Entertainment  ,Ready at Dawn  ,8.3,,0.41,0.36,0.03,0.21,1.01,https://www.vgchartz.com/games/boxart/full_god-of-war-ghost-of-sparta_4AmericaFront.jpg,https://www.vgchartz.com/games/banners/god-of-war-ghost-of-sparta_banner27.jpg
2785,2816,Mario & Sonic at the London 2012 Olympic Games,3DS,2012.0,Sports,Sega  ,Sega  ,6.5,,0.18,0.66,0.27,0.08,1.19,https://www.vgchartz.com/games/boxart/full_mario-amp-sonic-at-the-london-2012-olympic-games_588AmericaFront.jpg,https://www.vgchartz.com/games/banners/mario-amp-sonic-at-the-london-2012-olympic-games_banner55.jpg
2788,2819,Pro Evolution Soccer 2008,Wii,2008.0,Sports,Konami  ,Konami  ,,,0.09,0.84,0.11,0.15,1.19,https://www.vgchartz.com/games/boxart/full_7169836AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pro-evolution-soccer-2008_banner90.png
2790,2821,Metal Gear Solid: Portable Ops,PSP,2006.0,Action,Konami  ,Kojima Productions  ,8.7,,0.38,0.35,0.38,0.09,1.19,https://www.vgchartz.com/games/boxart/9109344ccc.jpg,https://www.vgchartz.com/games/banners/metal-gear-solid-portable-ops_banner99.png
2792,2823,Kobe Bryant in NBA Courtside,N64,1998.0,Sports,Nintendo  ,Left Field Productions  ,,,1.02,0.13,0.04,0.01,1.19,https://www.vgchartz.com/games/boxart/full_9451240AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/54143221147ccc.png
2798,2829,Spider-Man: The Movie,GC,2002.0,Action,Activision  ,Treyarch  ,7.6,,0.86,0.27,0.01,0.04,1.19,https://www.vgchartz.com/games/boxart/full_spider-man-the-movie_327AmericaFront.jpg,https://www.vgchartz.com/games/banners/spider-man-the-movie_banner73.png
2805,2836,Donkey Konga,GC,2004.0,Misc,Nintendo  ,Namco  ,7.3,,0.5,0.16,0.46,0.03,1.15,https://www.vgchartz.com/games/boxart/6735015ccc.jpg,https://www.vgchartz.com/games/banners/donkey-konga_banner48.jpg
2806,2837,Mario Tennis,GB,2001.0,Sports,Nintendo  ,Camelot Software Planning  ,,,0.5,0.18,0.44,0.06,1.18,https://www.vgchartz.com/games/boxart/full_6659261AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/62327503721ccc.png
2807,2838,Miitopia,3DS,2017.0,Role-Playing,Nintendo  ,Nintendo EPD  ,6.6,,0.3,0.54,0.26,0.07,1.17,https://www.vgchartz.com/games/boxart/full_553338AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/6807285149746ccc.jpg
2810,2841,Resident Evil: Operation Raccoon City,PS3,2012.0,Shooter,Capcom  ,Slant Six Games  ,,,0.48,0.24,0.36,0.1,1.18,https://www.vgchartz.com/games/boxart/full_6435903AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-operation-raccoon-city_banner59.jpg
2812,2843,LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.41,0.56,0.02,0.19,1.18,https://www.vgchartz.com/games/boxart/full_9968934AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/492544385089ccc.png
2814,2845,Medal of Honor: Warfighter,X360,2012.0,Shooter,Electronic Arts  ,Danger Close Games  ,,,0.61,0.46,0.01,0.1,1.18,https://www.vgchartz.com/games/boxart/full_2930814AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/43978770423ccc.jpg
2815,2846,Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Rockstar Games  ,Rockstar San Diego  ,10.0,,0.47,0.45,0.06,0.19,1.18,https://www.vgchartz.com/games/boxart/full_red-dead-redemption-undead-nightmare_38AmericaFront.jpg,https://www.vgchartz.com/games/banners/red-dead-redemption-undead-nightmare_banner31.jpg
2816,2847,WWE '12,PS3,2011.0,Fighting,THQ  ,"Yuke's Co., Ltd.  ",9.0,,0.53,0.45,0.02,0.17,1.18,https://www.vgchartz.com/games/boxart/full_4412075AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wwe-12_banner80.jpg
2821,2852,Mission: Impossible,N64,1998.0,Action,Ocean  ,Infogrames  ,6.6,,0.74,0.38,0.02,0.03,1.17,https://www.vgchartz.com/games/boxart/1902388ccc.jpg,https://www.vgchartz.com/games/banners/mission-impossible_banner45.jpg
2823,2854,WWE SmackDown vs. Raw 2010,PS3,2009.0,Fighting,THQ  ,JAKKS Pacific  ,8.1,,0.48,0.48,0.01,0.19,1.17,https://www.vgchartz.com/games/boxart/full_6155986AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/wwe-smackdown-vs-raw-2010_banner90.jpg
2825,2856,Army of Two,PS3,2008.0,Shooter,Electronic Arts  ,EA Montreal  ,7.4,6.9,0.74,0.26,0.02,0.15,1.17,https://www.vgchartz.com/games/boxart/8108434ccc.jpg,https://www.vgchartz.com/games/banners/army-of-two_banner7.jpg
2826,2857,Rage Racer,PS,1997.0,Racing,Namco  ,Namco  ,,,0.16,0.11,0.83,0.08,1.17,https://www.vgchartz.com/games/boxart/full_5609719AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/13233721828ccc.png
2829,2860,Sunset Overdrive,XOne,2014.0,Action,Microsoft Studios  ,Insomniac Games  ,8.0,,0.64,0.42,0.0,0.1,1.16,https://www.vgchartz.com/games/boxart/full_7798502AmericaFrontccc.png,https://www.vgchartz.com/games/banners/276027873069ccc.png
2830,2861,Ace Combat 3: Electrosphere,PS,2000.0,Simulation,Namco  ,Namco  ,7.6,,0.22,0.15,0.4,0.05,0.83,https://www.vgchartz.com/games/boxart/full_9095923AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ace-combat-3-electrosphere_banner0.png
2834,2865,Bushido Blade,PS,1997.0,Fighting,Sony Computer Entertainment  ,Light Weight  ,8.2,,0.39,0.27,0.43,0.08,1.16,https://www.vgchartz.com/games/boxart/3770708ccc.jpg,https://www.vgchartz.com/games/banners/bushido-blade_banner32.png
2837,2868,Mirror's Edge,X360,2008.0,Platform,Electronic Arts  ,EA Digital Illusions CE  ,7.6,,0.51,0.51,0.01,0.12,1.16,https://www.vgchartz.com/games/boxart/full_9393461AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mirrors-edge_banner45.png
2840,2871,Jet Force Gemini,N64,1999.0,Shooter,Rare  ,Rare Ltd.  ,8.1,,0.78,0.28,0.07,0.02,1.16,https://www.vgchartz.com/games/boxart/5417973ccc.jpg,https://www.vgchartz.com/games/banners/jet-force-gemini_banner97.jpg
2841,2872,Mario Power Tennis,GC,2004.0,Sports,Nintendo  ,Camelot Software Planning  ,8.1,,0.58,0.16,0.46,0.03,1.22,https://www.vgchartz.com/games/boxart/full_9258843AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/57177081263ccc.png
2842,2873,Mega Man X,SNES,1994.0,Platform,Capcom  ,Capcom  ,,,0.57,0.08,0.5,0.01,1.16,https://www.vgchartz.com/games/boxart/full_334521AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mega-man-x_banner84.jpg
2843,2874,Pokken Tournament DX,NS,2017.0,Fighting,Nintendo  ,Namco Bandai Games  ,8.0,,0.79,0.47,0.32,0.12,1.71,https://www.vgchartz.com/games/boxart/full_8288592AmericaFrontccc.png,https://www.vgchartz.com/games/banners/5702969181422ccc.png
2844,2875,Sega Rally Championship,SAT,1995.0,Racing,Sega  ,Sega-AM3  ,,,0.21,0.16,0.77,0.02,1.16,https://www.vgchartz.com/games/boxart/5038202ccc.jpg,https://www.vgchartz.com/games/banners/61354504269ccc.png
2845,2876,Tekken 6,PSP,2009.0,Fighting,Namco Bandai  ,Namco Bandai Games  ,8.2,,0.15,0.04,0.1,0.03,0.32,https://www.vgchartz.com/games/boxart/full_3625572AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/tekken-6_banner67.jpg
2848,2879,Medal of Honor Heroes 2,PSP,2007.0,Shooter,Electronic Arts  ,Team Fusion  ,6.6,,0.5,0.39,0.02,0.25,1.16,https://www.vgchartz.com/games/boxart/3078371ccc.jpg,https://www.vgchartz.com/games/banners/medal-of-honor-heroes-2_banner62.jpg
2850,2881,FIFA Soccer 10,PSP,2009.0,Sports,EA Sports  ,EA Canada  ,7.9,,0.16,0.68,0.01,0.31,1.16,https://www.vgchartz.com/games/boxart/full_1875554AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/fifa-soccer-10_banner15.jpg
2856,2887,The Elder Scrolls V: Skyrim,NS,2017.0,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,8.6,9.1,0.67,0.32,0.06,0.1,1.15,https://www.vgchartz.com/games/boxart/full_8154944AmericaFrontccc.png,https://www.vgchartz.com/games/banners/8710948161518ccc.jpg
2861,2892,Dragon Quest VIII: Journey of the Cursed King,3DS,2017.0,Role-Playing,Nintendo  ,Level 5 / Armor Project  ,8.8,,0.14,0.11,0.88,0.02,1.15,https://www.vgchartz.com/games/boxart/full_5236311AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/37576785894ccc.png
2862,2893,Ratchet & Clank: All 4 One,PS3,2011.0,Platform,Sony Computer Entertainment  ,Insomniac Games  ,7.5,,0.75,0.22,0.05,0.13,1.15,https://www.vgchartz.com/games/boxart/full_ratchet-ampamp-clank-all-4-one_186AmericaFront.jpg,https://www.vgchartz.com/games/banners/ratchet-ampamp-clank-all-4-one_banner22.jpg
2866,2897,LEGO City Undercover,WiiU,2013.0,Action,Nintendo  ,TT Fusion  ,7.5,,0.5,0.52,0.13,0.09,1.24,https://www.vgchartz.com/games/boxart/full_4939346AmericaFrontccc.png,https://www.vgchartz.com/games/banners/531962270767ccc.png
2867,2898,Ninja Gaiden II,X360,2008.0,Action,Microsoft  ,Team Ninja  ,8.2,,0.65,0.22,0.05,0.1,1.01,https://www.vgchartz.com/games/boxart/full_6452233AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/ninja-gaiden-ii_banner30.jpg
2868,2899,Qix,GB,1990.0,Puzzle,Nintendo  ,Taito Corporation  ,,,0.51,0.2,0.41,0.03,1.15,https://www.vgchartz.com/games/boxart/8486721ccc.jpg,https://www.vgchartz.com/games/banners/qix_banner34.jpg
2869,2900,Sonic the Hedgehog (2006),PS3,2007.0,Platform,Sega  ,Sonic Team  ,,,0.41,0.06,0.04,0.66,1.16,https://www.vgchartz.com/games/boxart/full_4942602AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/930869470440ccc.png
2877,2908,Super Street Fighter IV,PS3,2010.0,Fighting,Capcom  ,Capcom / Dimps Corporation  ,9.3,,0.68,0.33,0.18,0.15,1.34,https://www.vgchartz.com/games/boxart/full_6109149AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/super-street-fighter-iv_banner30.jpg
2879,2910,007: Quantum of Solace,PS3,2008.0,Shooter,Activision  ,Treyarch  ,6.6,,0.43,0.51,0.02,0.19,1.14,https://www.vgchartz.com/games/boxart/6998455ccc.jpg,https://www.vgchartz.com/games/banners/007-quantum-of-solace_banner22.png
2882,2913,Tenchu: Wrath of Heaven,PS2,2003.0,Action,Activision  ,K2 LLC  ,,,0.44,0.34,0.25,0.11,1.14,https://www.vgchartz.com/games/boxart/full_2543321AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/35310934529ccc.png
2883,2914,Shadow of the Colossus,PS2,2005.0,Adventure,Sony Computer Entertainment  ,Team ICO  ,9.1,9.4,0.78,0.03,0.2,0.13,1.14,https://www.vgchartz.com/games/boxart/176609ccc.jpg,https://www.vgchartz.com/games/banners/shadow-of-the-colossus_banner13.jpg
2884,2915,Brave Fencer Musashi,PS,1998.0,Role-Playing,Square  ,SquareSoft  ,8.4,,0.25,0.17,0.65,0.07,1.14,https://www.vgchartz.com/games/boxart/7528916ccc.jpg,https://www.vgchartz.com/games/banners/brave-fencer-musashi_banner18.png
2887,2918,Hot Shots Golf: Out of Bounds,PS3,2008.0,Sports,Sony Computer Entertainment  ,Clap Hanz  ,8.3,,0.31,0.03,0.76,0.04,1.14,https://www.vgchartz.com/games/boxart/8966403ccc.jpg,https://www.vgchartz.com/games/banners/hot-shots-golf-out-of-bounds_banner74.jpg
2889,2920,Commando,NES,1986.0,Action,Capcom  ,Capcom  ,,,0.71,0.16,0.25,0.03,1.14,https://www.vgchartz.com/games/boxart/full_1579426AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/commando_banner25.png
2890,2921,Pilotwings,SNES,1991.0,Simulation,Nintendo  ,Nintendo EAD  ,,,0.46,0.17,0.48,0.02,1.14,https://www.vgchartz.com/games/boxart/4070945ccc.jpg,https://www.vgchartz.com/games/banners/pilotwings_banner83.jpg
2891,2922,Punch-Out!!,Wii,2009.0,Fighting,Nintendo  ,Next Level Games  ,8.7,,0.0,0.17,0.05,0.04,0.26,https://www.vgchartz.com/games/boxart/full_4331645AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/punch-out_banner38.jpg
2892,2923,Resident Evil - Code: Veronica,DC,2000.0,Action,Capcom  ,Capcom  ,9.2,,0.41,0.23,0.47,0.03,1.14,https://www.vgchartz.com/games/boxart/6432563ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-code-veronica_banner90.png
2894,2925,Super R.C. Pro-Am,GB,1991.0,Racing,Nintendo  ,Rare Ltd.  ,,,0.58,0.37,0.15,0.04,1.14,https://www.vgchartz.com/games/boxart/full_818729AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/63858326459ccc.png
2896,2927,Final Fantasy XV,XOne,2016.0,Role-Playing,Square Enix  ,Square Enix  ,,,0.72,0.3,0.01,0.11,1.14,https://www.vgchartz.com/games/boxart/full_5061807AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/662760073943ccc.jpg
2897,2928,Tales of Destiny,PS,1998.0,Role-Playing,Namco  ,Wolfteam  ,6.2,,0.09,0.06,0.83,0.07,1.04,https://www.vgchartz.com/games/boxart/2081496ccc.jpg,https://www.vgchartz.com/games/banners/87619404498ccc.png
2901,2932,LEGO Worlds,PS4,2017.0,Misc,Warner Bros. Interactive Entertainment  ,Traveller's Tales  ,,,0.21,0.72,0.04,0.17,1.14,https://www.vgchartz.com/games/boxart/full_1309816JapanFrontccc.jpg,https://www.vgchartz.com/games/banners/9555435153434ccc.jpg
2903,2934,Mobile Suit Gundam: Federation vs. Zeon,PS2,2002.0,Simulation,Bandai  ,Bandai  ,,,0.12,0.1,0.88,0.03,1.14,https://www.vgchartz.com/games/boxart/9994243ccc.jpg,https://www.vgchartz.com/games/banners/52291453806ccc.jpg
2904,2935,Need for Speed Underground 2,GC,2004.0,Racing,Electronic Arts  ,EA Black Box  ,,,0.7,0.39,0.01,0.03,1.14,https://www.vgchartz.com/games/boxart/full_3941778AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/need-for-speed-underground-2_banner88.jpg
2909,2940,Mirror's Edge,PS3,2008.0,Platform,Electronic Arts  ,EA Digital Illusions CE  ,7.7,8.2,0.31,0.59,0.02,0.21,1.13,https://www.vgchartz.com/games/boxart/full_3564523AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/mirrors-edge_banner65.png
2910,2941,Rocksmith,X360,2011.0,Misc,Ubisoft  ,Ubisoft  ,8.0,,0.85,0.19,0.01,0.08,1.13,https://www.vgchartz.com/games/boxart/full_rocksmith_76AmericaFront.jpg,https://www.vgchartz.com/games/banners/rocksmith_banner38.jpg
2911,2942,Plants vs Zombies: Garden Warfare,X360,2014.0,Shooter,Electronic Arts  ,PopCap Games  ,8.0,,0.54,0.5,0.0,0.09,1.13,https://www.vgchartz.com/games/boxart/full_698536AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/451804873097ccc.jpg
2913,2944,The Elder Scrolls V: Skyrim VR,PS4,2017.0,Role-Playing,Bethesda Softworks  ,Bethesda Softworks  ,,,0.47,0.47,0.01,0.19,1.13,https://www.vgchartz.com/games/boxart/full_6882091AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/2346181210249ccc.jpg
2914,2945,Donkey Kong,NES,1986.0,Platform,Nintendo  ,Nintendo  ,,,0.23,0.05,0.84,0.01,1.13,https://www.vgchartz.com/games/boxart/8810309ccc.jpg,https://www.vgchartz.com/games/banners/donkey-kong_banner77.jpg
2915,2946,Resident Evil Director's Cut,PS,1997.0,Action,Capcom  ,Capcom  ,8.3,,1.82,1.24,0.47,0.25,3.77,https://www.vgchartz.com/games/boxart/5908966ccc.jpg,https://www.vgchartz.com/games/banners/resident-evil-directors-cut_banner44.jpg
2916,2947,The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action-Adventure,Nintendo  ,Tantalus Interactive  ,8.4,,0.67,0.37,0.1,0.1,1.24,https://www.vgchartz.com/games/boxart/full_3000429AmericaFrontccc.png,https://www.vgchartz.com/games/banners/434229286184ccc.png
2919,2950,Rocksmith,PS3,2011.0,Misc,Ubisoft  ,Ubisoft  ,8.0,,0.53,0.38,0.09,0.13,1.13,https://www.vgchartz.com/games/boxart/full_rocksmith_515AmericaFront.jpg,https://www.vgchartz.com/games/banners/rocksmith_banner0.jpg
2925,2956,ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment  ,United Front Games  ,8.1,,0.5,0.4,0.06,0.16,1.13,https://www.vgchartz.com/games/boxart/full_355593AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/modnation-racers_banner34.jpg
2928,2959,SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005.0,Shooter,Sony Computer Entertainment  ,Zipper Interactive  ,7.9,,1.03,0.0,0.01,0.08,1.12,https://www.vgchartz.com/games/boxart/full_3415948AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/socom-us-navy-seals-fireteam-bravo_banner63.jpg
2932,2963,Golden Sun: The Lost Age,GBA,2003.0,Role-Playing,Nintendo  ,Camelot Software Planning  ,8.3,,0.61,0.27,0.27,0.07,1.22,https://www.vgchartz.com/games/boxart/4969179ccc.jpg,https://www.vgchartz.com/games/banners/golden-sun-the-lost-age_banner57.png
2935,2966,Pikmin 2,GC,2004.0,Strategy,Nintendo  ,Nintendo EAD  ,9.1,,0.48,0.13,0.56,0.03,1.2,https://www.vgchartz.com/games/boxart/full_9817078AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pikmin-2_banner18.jpg
2936,2967,Pilotwings 64,N64,1996.0,Simulation,Nintendo  ,Paradigm Entertainment  ,,,0.56,0.24,0.3,0.02,1.12,https://www.vgchartz.com/games/boxart/full_1158273AmericaFrontccc.jpg,https://www.vgchartz.com/games/banners/pilotwings-64_banner21.jpg
